  Julday year mn dd    Ta00    Ta03    Ta06    Ta09    Ta12    Ta15    Ta18    Ta21   Tamax   Tamin  RH00  RH03  RH06  RH09  RH12  RH15  RH18  RH21    Ts00    Ts03    Ts06    Ts09    Ts12    Ts15    Ts18    Ts21   Tsmax   Tsmin  NT00  NT03  NT06  NT09  NT12  NT15  NT18  NT21  NL00  NL03  NL06  NL09  NL12  NL15  NL18  NL21  vi00  vi03  vi06  vi09  vi12  vi15  vi18  vi21  vik00  vik03  vik06  vik09  vik12  vik15  vik18  vik21  RV00  RV12   slp00   slp03   slp06   slp09   slp12   slp15   slp18   slp21  WD00   W00  WD03   W03  WD06   W06  WD09   W09  WD12   W12  WD15   W15  WD18   W18  WD21   W21    hs  so00  so12
 2426870 1932  6 11   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426871 1932  6 12   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426872 1932  6 13   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426873 1932  6 14   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426874 1932  6 15   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426875 1932  6 16   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426876 1932  6 17   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426877 1932  6 18   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426878 1932  6 19   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426879 1932  6 20   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426880 1932  6 21   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426881 1932  6 22   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426882 1932  6 23   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426883 1932  6 24   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426884 1932  6 25   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426885 1932  6 26   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426886 1932  6 27   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426887 1932  6 28   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426888 1932  6 29   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426889 1932  6 30   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2427225 1933  6  1    -1.0   999.9    -0.4   999.9    -2.2   999.9   999.9   999.9     2.4    -3.2    96   999    82   999    91   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -3.4    10    99    10    99     3    99    99    99    10    99     0    99     2    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1011.7  9999.9  1015.1  9999.9  1017.4  9999.9  9999.9  9999.9    20     2   999   999    70     2   999   999   110     4   999   999   999   999   999   999   999    99    99
 2427226 1933  6  2    -4.3   999.9    -2.6   999.9    -2.5   999.9   999.9   999.9    -1.2    -4.9    93   999    83   999    93   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -4.3     2    99     3    99    10    99    99    99     0    99     3    99    10    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1017.1  9999.9  1016.4  9999.9  1015.8  9999.9  9999.9  9999.9    70     6   999   999   110     4   999   999   110     6   999   999   999   999   999   999   999    99    99
 2427227 1933  6  3    -2.7   999.9    -0.1   999.9    -0.6   999.9   999.9   999.9     0.3    -3.7    95   999   100   999   100   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -3.0    10    99    10    99    10    99    99    99    10    99    10    99    10    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1014.6  9999.9  1015.0  9999.9  1017.0  9999.9  9999.9  9999.9   110    10   999   999   110     4   999   999   110     4   999   999   999   999   999   999   999    99    99
 2427228 1933  6  4    -4.5   999.9    -3.1   999.9    -2.8   999.9   999.9   999.9    -0.3    -4.9    98   999    83   999    90   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -2.7    10    99    10    99    10    99    99    99    10    99    10    99    10    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1018.2  9999.9  1016.8  9999.9  1014.0  9999.9  9999.9  9999.9   110     4   999   999    90     4   999   999   160     8   999   999   999   999   999   999   999    99    99
 2427229 1933  6  5    -2.4   999.9     0.8   999.9     1.6   999.9   999.9   999.9     2.2    -4.4    88   999    73   999    89   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -2.9    10    99    10    99    10    99    99    99    10    99     1    99    10    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.1  1008.9  9999.9  1007.3  9999.9  1007.0  9999.9  9999.9  9999.9     0     0   999   999     0     0   999   999   340     2   999   999   999   999   999   999   999    99    99
 2427230 1933  6  6    -1.0   999.9     0.0   999.9    -1.4   999.9   999.9   999.9     1.8    -1.5    86   999    69   999    96   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -0.8    10    99    10    99    10    99    99    99    10    99     0    99    10    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.2  1004.3  9999.9  1002.1  9999.9  1002.6  9999.9  9999.9  9999.9    20     2   999   999    50     2   999   999    20     8   999   999   999   999   999   999   999    99    99
 2427231 1933  6  7    -3.2   999.9    -1.8   999.9    -3.3   999.9   999.9   999.9    -1.4    -5.2    80   999    76   999    84   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -2.5    10    99     3    99    10    99    99    99     1    99     1    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.5  1000.7  9999.9  1001.0  9999.9  1003.0  9999.9  9999.9  9999.9   340     2   999   999    20     2   999   999     0     0   999   999   999   999   999   999   999    99    99
 2427232 1933  6  8    -2.2   999.9     2.4   999.9    -2.5   999.9   999.9   999.9     2.5    -4.5    85   999    66   999    86   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -2.6    10    99    10    99    10    99    99    99    10    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.0  1003.8  9999.9  1003.1  9999.9  1001.9  9999.9  9999.9  9999.9     0     0   999   999     0     0   999   999   180     4   999   999   999   999   999   999   999    99    99
 2427233 1933  6  9    -6.3   999.9     1.2   999.9     0.4   999.9   999.9   999.9     1.8    -7.9    94   999    88   999    97   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -5.0     0    99    10    99    10    99    99    99     0    99    10    99     3    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9   999.3  9999.9   997.5  9999.9   997.8  9999.9  9999.9  9999.9    20     4   999   999   110     2   999   999    20     2   999   999   999   999   999   999   999    99    99
 2427234 1933  6 10    -0.5   999.9     1.4   999.9     1.0   999.9   999.9   999.9     1.5    -1.0    82   999    60   999    68   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -1.3     2    99     0    99    11    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1001.7  9999.9  1004.7  9999.9  1010.1  9999.9  9999.9  9999.9   290    14   999   999   290    10   999   999   290     2   999   999   999   999   999   999   999    99    99
 2427235 1933  6 11     2.6   999.9     5.2   999.9     2.0   999.9   999.9   999.9     8.6    -2.3    67   999    61   999    87   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -2.7     6    99    11    99     7    99    99    99     0    99     9    99     1    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1011.8  9999.9  1011.3  9999.9  1010.3  9999.9  9999.9  9999.9   250     6   999   999   250     2   999   999     0     0   999   999   999   999   999   999   999    99    99
 2427236 1933  6 12     4.8   999.9     8.2   999.9     9.3   999.9   999.9   999.9    13.3    -0.7    68   999    53   999    49   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    -0.3     0    99    11    99    10    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.1  1009.4  9999.9  1009.0  9999.9  1007.5  9999.9  9999.9  9999.9     0     0   999   999   250    10   999   999   250     2   999   999   999   999   999   999   999    99    99
 2427237 1933  6 13    10.3   999.9    14.8   999.9     1.5   999.9   999.9   999.9    16.0     1.1    48   999    42   999    94   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     2.8    10    99    10    99    10    99    99    99     0    99    10    99     6    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.2  1004.6  9999.9  1003.3  9999.9  1005.9  9999.9  9999.9  9999.9   250    12   999   999   200     4   999   999     0     0   999   999   999   999   999   999   999    99    99
 2427238 1933  6 14     2.1   999.9     5.4   999.9     3.2   999.9   999.9   999.9     7.0     0.3    96   999    77   999    88   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     1.6    10    99    10    99    10    99    99    99    10    99     5    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1005.1  9999.9  1011.8  9999.9  1014.6  9999.9  9999.9  9999.9   290     2   999   999   290     6   999   999    20     2   999   999   999   999   999   999   999    99    99
 2427239 1933  6 15     2.9   999.9    18.1   999.9     3.1   999.9   999.9   999.9    20.5     1.0    84   999    48   999    91   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     1.3     9    99    11    99     0    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1007.8  9999.9  1004.2  9999.9  1001.5  9999.9  9999.9  9999.9     0     0   999   999   250     8   999   999     0     0   999   999   999   999   999   999   999    99    99
 2427240 1933  6 16     0.8   999.9     1.8   999.9     0.5   999.9   999.9   999.9     6.9     0.3    94   999    91   999    98   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     1.9     0    99    10    99    10    99    99    99     0    99    10    99    10    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9   999.8  9999.9  1001.5  9999.9  1005.0  9999.9  9999.9  9999.9    20     4   999   999    70     4   999   999   360     6   999   999   999   999   999   999   999    99    99
 2427241 1933  6 17     0.2   999.9     5.3   999.9     5.9   999.9   999.9   999.9    10.3    -1.0    96   999    74   999    58   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     1.0     0    99    11    99     9    99    99    99     0    99    11    99     9    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1002.6  9999.9  1008.5  9999.9  1014.8  9999.9  9999.9  9999.9     0     0   999   999   290    18   999   999   290     6   999   999   999   999   999   999   999    99    99
 2427242 1933  6 18     9.1   999.9     3.9   999.9     7.1   999.9   999.9   999.9    11.5     2.3    57   999    78   999    64   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     0.9     0    99     9    99     1    99    99    99     0    99     1    99     1    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.0  1015.1  9999.9  1016.2  9999.9  1018.0  9999.9  9999.9  9999.9   200     2   999   999    50     2   999   999   340     2   999   999   999   999   999   999   999    99    99
