  Julday year mn dd    Ta00    Ta03    Ta06    Ta09    Ta12    Ta15    Ta18    Ta21   Tamax   Tamin  RH00  RH03  RH06  RH09  RH12  RH15  RH18  RH21    Ts00    Ts03    Ts06    Ts09    Ts12    Ts15    Ts18    Ts21   Tsmax   Tsmin  NT00  NT03  NT06  NT09  NT12  NT15  NT18  NT21  NL00  NL03  NL06  NL09  NL12  NL15  NL18  NL21  vi00  vi03  vi06  vi09  vi12  vi15  vi18  vi21  vik00  vik03  vik06  vik09  vik12  vik15  vik18  vik21  RV00  RV12   slp00   slp03   slp06   slp09   slp12   slp15   slp18   slp21  WD00   W00  WD03   W03  WD06   W06  WD09   W09  WD12   W12  WD15   W15  WD18   W18  WD21   W21    hs  so00  so12
 2426820 1932  4 22   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426821 1932  4 23   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426822 1932  4 24   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426823 1932  4 25   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426824 1932  4 26   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426825 1932  4 27   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426826 1932  4 28   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426827 1932  4 29   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2426828 1932  4 30   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999   999   999   999   999   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9  9999.9   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999   999    99    99
 2427164 1933  4  1   -15.1   999.9   -16.1   999.9   -14.0   999.9   999.9   999.9   -12.6   -19.0    79   999    78   999    78   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    10    99    11    99    10    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.0  1009.0  9999.9  1010.5  9999.9  1009.5  9999.9  9999.9  9999.9   200     6   999   999   230    14   999   999   200    10   999   999   999   999   999   999   999    99    99
 2427165 1933  4  2   -13.7   999.9   -10.5   999.9   -22.0   999.9   999.9   999.9   -10.0   -23.1    79   999    70   999    85   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    11    99     6    99     0    99    99    99     2    99     4    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1008.1  9999.9  1006.6  9999.9  1004.7  9999.9  9999.9  9999.9   230     6   999   999   200     6   999   999     0     0   999   999   999   999   999   999   999    99    99
 2427166 1933  4  3   -28.3   999.9   -20.4   999.9   -19.7   999.9   999.9   999.9   -19.2   -29.2    85   999    76   999    89   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     2    99    11    99    10    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.0  1003.1  9999.9  1002.3  9999.9  1002.5  9999.9  9999.9  9999.9     0     0   999   999     0     0   999   999    20     6   999   999   999   999   999   999   999    99    99
 2427167 1933  4  4   -25.0   999.9   -23.9   999.9   -26.6   999.9   999.9   999.9   -19.5   -27.0    84   999    84   999    85   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    10    99     2    99     0    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1003.1  9999.9  1004.5  9999.9  1008.7  9999.9  9999.9  9999.9    20     6   999   999    20     6   999   999   360     6   999   999   999   999   999   999   999    99    99
 2427168 1933  4  5   -32.3   999.9   -25.5   999.9   -26.9   999.9   999.9   999.9   -24.5   -33.4    82   999    74   999    73   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    10    99     3    99     0    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1011.8  9999.9  1011.9  9999.9  1014.0  9999.9  9999.9  9999.9   250     2   999   999     0     0   999   999   290     4   999   999   999   999   999   999   999    99    99
 2427169 1933  4  6   -25.6   999.9   -22.4   999.9   -23.4   999.9   999.9   999.9   -22.0   -28.1    82   999    79   999    84   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    11    99    10    99    10    99    99    99     0    99     0    99     5    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.1  1017.0  9999.9  1019.2  9999.9  1024.3  9999.9  9999.9  9999.9   290    10   999   999   290    10   999   999   270     6   999   999   999   999   999   999   999    99    99
 2427170 1933  4  7   -24.4   999.9   -22.4   999.9   -25.2   999.9   999.9   999.9   -21.6   -25.3    79   999    79   999    80   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     8    99    10    99     0    99    99    99     4    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.0  1028.4  9999.9  1030.6  9999.9  1032.6  9999.9  9999.9  9999.9   290    10   999   999   290     8   999   999   290     2   999   999   999   999   999   999   999    99    99
 2427171 1933  4  8   -31.5   999.9   -27.2   999.9   -29.4   999.9   999.9   999.9   -24.6   -34.3    82   999    84   999    84   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     0    99     1    99    10    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.0  1032.8  9999.9  1033.0  9999.9  1032.8  9999.9  9999.9  9999.9   180     2   999   999    50     2   999   999    20     4   999   999   999   999   999   999   999    99    99
 2427172 1933  4  9   -28.8   999.9   -27.0   999.9   -26.6   999.9   999.9   999.9   -26.4   -32.7    84   999    86   999    85   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    10    99    10    99    10    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1030.2  9999.9  1028.4  9999.9  1026.3  9999.9  9999.9  9999.9    20     4   999   999    20     4   999   999   360     8   999   999   999   999   999   999   999    99    99
 2427173 1933  4 10   -28.1   999.9   -25.9   999.9   -24.1   999.9   999.9   999.9   -23.0   -29.0    85   999    85   999    88   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    10    99     7    99    10    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.0  1023.1  9999.9  1022.4  9999.9  1023.2  9999.9  9999.9  9999.9    20     8   999   999    20     8   999   999    20     4   999   999   999   999   999   999   999    99    99
 2427174 1933  4 11   -25.1   999.9   -22.2   999.9   -21.4   999.9   999.9   999.9   -20.9   -26.0    86   999    87   999    88   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    10    99    10    99    10    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.3  1021.6  9999.9  1021.9  9999.9  1022.0  9999.9  9999.9  9999.9    20    10   999   999    20    10   999   999    20    12   999   999   999   999   999   999   999    99    99
 2427175 1933  4 12   -19.8   999.9   -13.7   999.9   -13.1   999.9   999.9   999.9   -13.0   -21.8    87   999    86   999    83   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    10    99    10    99    10    99    99    99    10    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1023.4  9999.9  1023.6  9999.9  1025.8  9999.9  9999.9  9999.9    20     8   999   999    20     4   999   999   290     4   999   999   999   999   999   999   999    99    99
 2427176 1933  4 13   -22.0   999.9   -15.9   999.9   -20.8   999.9   999.9   999.9   -14.4   -29.2    85   999    77   999    88   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     0    99    10    99     0    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1023.2  9999.9  1019.5  9999.9  1016.4  9999.9  9999.9  9999.9   200     2   999   999   200     2   999   999   200     2   999   999   999   999   999   999   999    99    99
 2427177 1933  4 14   -15.1   999.9   -12.8   999.9   -17.6   999.9   999.9   999.9   -12.0   -22.3    79   999    71   999    65   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     0    99     5    99    10    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1012.9  9999.9  1008.9  9999.9  1006.1  9999.9  9999.9  9999.9   200     4   999   999   200     6   999   999   250     2   999   999   999   999   999   999   999    99    99
 2427178 1933  4 15   -23.3   999.9   -19.8   999.9   -25.3   999.9   999.9   999.9   -16.8   -26.0    77   999    74   999    88   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     4    99     0    99     0    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1008.7  9999.9  1011.9  9999.9  1016.4  9999.9  9999.9  9999.9     0     0   999   999    20     2   999   999     0     0   999   999   999   999   999   999   999    99    99
 2427179 1933  4 16   -28.2   999.9   -18.4   999.9   -23.2   999.9   999.9   999.9   -17.0   -29.9    85   999    72   999    90   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9     0    99     0    99     0    99    99    99     0    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1021.2  9999.9  1024.0  9999.9  1025.6  9999.9  9999.9  9999.9   200     2   999   999     0     0   999   999   200     2   999   999   999   999   999   999   999    99    99
 2427180 1933  4 17   -13.7   999.9    -8.0   999.9    -8.5   999.9   999.9   999.9    -7.3   -26.7    71   999    78   999    86   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    11    99    10    99    11    99    99    99     0    99    11    99    11    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9   0.0  1023.4  9999.9  1023.9  9999.9  1023.6  9999.9  9999.9  9999.9   230     6   999   999   230     6   999   999   250     6   999   999   999   999   999   999   999    99    99
 2427181 1933  4 18    -7.7   999.9    -3.7   999.9    -5.9   999.9   999.9   999.9    -3.5    -8.5    86   999    79   999    90   999   999   999   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9   999.9    10    99     0    99    10    99    99    99    10    99     0    99     0    99    99    99   999   999   999   999   999   999   999   999  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.99  99.9  99.9  1022.3  9999.9  1019.6  9999.9  1018.8  9999.9  9999.9  9999.9   180     6   999   999   250     8   999   999   250     6   999   999   999   999   999   999   999    99    99
